,시도시군구,불투수면 비율(%),불투수면 면적(㎢),행정구역면적(㎢),농업면적,시도구분,연평균강수량,해발고도,연평균기온,농가인구비율,cluster
98,오산시,0.4484126984126984,0.08493150684931505,0.021841664462664195,1.2233884645585501e-06,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,0
99,시흥시,0.4081289081289082,0.28901065449010654,0.07637970554527021,0.0,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,0
100,군포시,0.3862433862433863,0.05875190258751903,0.01839240059948867,0.0,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,0
101,의왕시,0.2462722462722463,0.056255707762557075,0.028034911399100765,0.0,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,0
102,하남시,0.25372775372775375,0.11153729071537291,0.049490875429780486,0.0,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,0
103,용인시 처인구,0.14562289562289563,0.36864535768645357,0.25613263686855325,0.0,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,2
104,용인시 기흥구,0.3726551226551227,0.1456316590563166,0.04338578859208323,0.0,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,0
105,용인시 수지구,0.3276815776815777,0.05796042617960426,0.021555144141761438,2.0665425071792746e-05,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,0
106,파주시,0.1331168831168831,0.5065449010654489,0.3781241734990743,0.0,경기도,0.21871178149205073,0.035435847702054234,0.3536977491961414,0.11831750889072265,2
107,이천시,0.18061568061568062,0.44529680365296803,0.25283765317817153,0.0,경기도,0.2878108438646554,0.09851757623083995,0.4887459807073954,0.11831750889072265,2
108,안성시,0.14237614237614238,0.4296499238964992,0.30323216962002997,0.20860475783998328,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,2
109,김포시,0.2664742664742665,0.3872146118721461,0.15317817155955216,0.10733906554225861,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,2
110,화성시,0.23677248677248675,0.9999999999999999,0.4347229568897117,0.0,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,2
111,광주시,0.145983645983646,0.3382648401826484,0.23526624349819272,0.14772368712628686,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,2
112,양주시,0.17267917267917268,0.28188736681887366,0.16941064973992773,0.10429309409181284,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,2
113,포천시,0.09620009620009619,0.4558904109589041,0.4533633077669047,0.4750811183289154,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,2
114,여주시,0.10569985569985571,0.3601826484018265,0.3330137529754033,0.0,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,2
115,연천군,0.03835978835978836,0.17796042617960425,0.38233381821387635,0.0,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,2
116,가평군,0.028499278499278503,0.17582952815829528,0.46160627699903023,0.45543595223964867,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,2
117,양평군,0.055555555555555566,0.3045966514459665,0.4814808692585736,0.0,경기도,0.27209029759478187,0.09180384649294054,0.5493033226152196,0.11831750889072265,2
118,춘천시,0.04076479076479076,0.3077016742770167,0.6130487966146523,0.0,강원특별자치도,0.24541377904606598,0.09354257717546002,0.4587352625937834,0.5898706800206287,6
119,원주시,0.06878306878306878,0.35890410958904106,0.47609759322930445,0.0,강원특별자치도,0.1289237668161436,0.18670730632139754,0.5337620578778134,0.5898706800206287,6
120,강릉시,0.04112554112554113,0.2885844748858447,0.5723023009785771,0.0,강원특별자치도,0.4441500203832043,0.03180220915147928,0.7213290460878884,0.5898706800206287,1
121,동해시,0.098003848003848,0.08974124809741249,0.09831504011284492,0.0,강원특별자치도,0.23899306971055845,0.04860385153091427,0.6087888531618434,0.5898706800206287,4
122,태백시,0.031746031746031744,0.058569254185692546,0.16559772546945253,0.0,강원특별자치도,0.2414390542193232,0.8974898295905388,0.18435155412647386,0.5898706800206287,6
123,속초시,0.09511784511784512,0.04438356164383562,0.05670898351406154,0.0,강원특별자치도,0.4980635955972279,0.020063730367646134,0.5766345123258306,0.5898706800206287,4
124,삼척시,0.01430976430976431,0.1699847792998478,0.6537677422198712,0.0,강원특별자치도,0.25224215246636783,0.29884630401652457,0.41336191496963204,0.5898706800206287,6
125,홍천군,0.01418951418951419,0.26709284627092844,1.0,0.0,강원특별자치도,0.2052588666938442,0.17422572641283673,0.4072883172561629,0.5898706800206287,6
126,횡성군,0.030303030303030304,0.22094368340943682,0.548278674072115,0.0,강원특별자치도,0.25224215246636783,0.29884630401652457,0.41336191496963204,0.5898706800206287,6
127,영월군,0.012145262145262143,0.14788432267884322,0.6193963237238826,0.0003132520676862212,강원특별자치도,0.16021198532409286,0.3006410821567565,0.44051446945337613,0.5898706800206287,6
128,평창군,0.015873015873015872,0.22417047184170472,0.8051551617737812,0.0,강원특별자치도,0.2915817366490012,1.0,0.0,0.5898706800206287,6
129,정선군,0.009740259740259744,0.14660578386605783,0.6704961209556555,0.0,강원특별자치도,0.1562372604973501,0.3878232175019207,0.3472668810289389,0.5898706800206287,6
130,철원군,0.031986531986531994,0.20316590563165904,0.4889689676452438,0.00013182634883406418,강원특별자치도,0.3086017121891562,0.1934707860498507,0.3322615219721329,0.5898706800206287,6
131,화천군,0.005892255892255893,0.08736681887366819,0.4984516882658908,0.0004944751123389675,강원특별자치도,0.25224215246636783,0.29884630401652457,0.41336191496963204,0.5898706800206287,6
132,양구군,0.018518518518518517,0.10149162861491628,0.36275676628757825,0.0,강원특별자치도,0.25224215246636783,0.29884630401652457,0.41336191496963204,0.5898706800206287,6
133,인제군,0.0,0.12127853881278539,0.9027869611213964,0.0,강원특별자치도,0.1080309824704444,0.25178533193949393,0.34941050375133964,0.5898706800206287,6
134,고성군,0.022005772005772008,0.11360730593607304,0.3629992065591114,0.0,강원특별자치도,0.25224215246636783,0.29884630401652457,0.41336191496963204,0.5898706800206287,6
135,양양군,0.020683020683020685,0.10343987823439879,0.3463093978665256,0.0,강원특별자치도,0.25224215246636783,0.29884630401652457,0.41336191496963204,0.5898706800206287,6
136,충주시,0.06818181818181819,0.40523592085235915,0.5392698139821916,0.49322262984621823,충청북도,0.251528740317978,0.1422975679181833,0.4737406216505894,0.588201894698166,3
137,제천시,0.0392015392015392,0.23360730593607304,0.48478687296129774,0.0,충청북도,0.2693640440277212,0.3309318991901457,0.3322615219721329,0.588201894698166,6
138,청주시 상당구,0.06758056758056759,0.1562861491628615,0.22059860707043993,0.17561174655306447,충청북도,0.18895230330207924,0.07157701172588385,0.6741693461950696,0.588201894698166,4
139,청주시 서원구,0.20767195767195767,0.12420091324200913,0.06615313409151019,0.026029904181586568,충청북도,0.18895230330207924,0.07157701172588385,0.6741693461950696,0.588201894698166,4
140,청주시 흥덕구,0.25962000962000964,0.2624048706240487,0.10786388080754651,0.0,충청북도,0.18895230330207924,0.07157701172588385,0.6741693461950696,0.588201894698166,4
141,청주시 청원구,0.19276094276094274,0.21211567732115677,0.1166964206999912,0.07712304473278798,충청북도,0.18895230330207924,0.07157701172588385,0.6741693461950696,0.588201894698166,4
142,보은군,0.04208754208754209,0.1576255707762557,0.31997156836815654,0.25102438993799264,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.43867989597832646,4
143,옥천군,0.05447330447330448,0.1791780821917808,0.2968185224367451,0.3258309170370862,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.43867989597832646,4
144,영동군,0.03210678210678211,0.19409436834094368,0.4682237944106497,0.0,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.43867989597832646,6
145,진천군,0.12373737373737373,0.2743987823439878,0.22322688001410562,0.3194211898034405,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.43867989597832646,4
146,괴산군,0.032948532948532956,0.19543378995433788,0.4623666578506568,0.6488594021100837,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.43867989597832646,3
147,음성군,0.13744588744588745,0.3892846270928463,0.284564268711981,0.0,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.43867989597832646,4
148,단양군,0.017195767195767195,0.11762557077625571,0.4284635898792207,0.4178662109277831,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.43867989597832646,3
149,증평군,0.1313131313131313,0.04584474885844749,0.043462928678480124,0.024072448859259653,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.43867989597832646,4
150,천안시 동남구,0.1271043771043771,0.3032572298325723,0.24002137882394428,0.0,충청남도,0.11169995923359166,0.04974999055379926,0.4748124330117899,0.7250672344990355,1
151,천안시 서북구,0.2778980278980279,0.27975646879756466,0.10747267036939082,0.0,충청남도,0.11169995923359166,0.04974999055379926,0.4748124330117899,0.7250672344990355,1
152,공주시,0.06421356421356421,0.33759512937595126,0.4743068412236622,0.3471699988373404,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.7250672344990355,3
153,보령시,0.08621933621933621,0.2886453576864536,0.3204674689235652,0.0,충청남도,0.18946188340807169,0.01021449173142562,0.5884244372990352,0.7250672344990355,1
154,아산시,0.16558441558441558,0.48535768645357685,0.2976615533809398,0.0,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.7250672344990355,1
155,서산시,0.08802308802308802,0.378751902587519,0.408633077669047,0.4903198168759301,충청남도,0.23114553607827149,0.02987518420091439,0.5219721329046089,0.7250672344990355,3
156,논산시,0.1602934102934103,0.4803652968036529,0.3035352199594463,0.0,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.7250672344990355,1
157,계룡시,0.09006734006734006,0.017351598173515982,0.031842325663404746,1.7917574150797491e-06,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.7250672344990355,4
158,당진시,0.1158008658008658,0.45996955859969557,0.38960151635369833,0.0,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.7250672344990355,1
159,금산군,0.05699855699855701,0.1989649923896499,0.3160925240236269,0.26841530049508533,충청남도,0.2649816551161843,0.2151466680101263,0.4951768488745981,0.7250672344990355,6
160,부여군,0.11063011063011063,0.386544901065449,0.3424523935466807,0.0,충청남도,0.33387688544639227,0.014547149136617251,0.5541264737406214,0.7250672344990355,1
161,서천군,0.1026936026936027,0.20645357686453578,0.20105461518116902,0.0,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.7250672344990355,1
162,청양군,0.062289562289562284,0.17582952815829528,0.26265097416909106,0.0,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.7250672344990355,1
163,홍성군,0.11291486291486291,0.27531202435312024,0.24288107202680068,0.0,충청남도,0.24663677130044848,0.02770885549831858,0.5434083601286174,0.7250672344990355,1
164,예산군,0.1097883597883598,0.3318721461187214,0.29781583355373353,0.0,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.7250672344990355,1
165,태안군,0.08177008177008177,0.2513850837138508,0.29389821916600545,0.1983422263859205,충청남도,0.25322054626987356,0.05949846971548043,0.5406216505894962,0.7250672344990355,1
166,전주시 완산구,0.3053150553150553,0.1347945205479452,0.049143745040994447,0.0,전라북도,0.33000407664084785,0.06786150610224567,0.6859592711682742,0.6584510883836195,4
167,전주시 덕진구,0.35978835978835977,0.20018264840182648,0.06072577801287138,0.0,전라북도,0.33000407664084785,0.06786150610224567,0.6859592711682742,0.6584510883836195,4
